recepie_id,v00,v01,v02,v03,v04,v05,v06,v07,v08,v09
1013370,0.9287520051002502,0.20988519489765167,2.452340602874756,-5.420010089874268,-1.4394086599349976,4.941497802734375,-3.7824325561523438,-1.5496126413345337,-4.34063720703125,-2.4723777770996094
2008325,-1.2587437629699707,2.733318567276001,-1.845002293586731,-2.293473482131958,0.5684894919395447,-0.5557543635368347,2.943434000015259,1.160211443901062,-2.7967348098754883,-1.8539007902145386
2010894,-1.217047095298767,-0.06930844485759735,-0.32181698083877563,-2.323606252670288,1.4444435834884644,-2.598604679107666,-0.6551752090454102,-1.3771617412567139,-6.118313312530518,-2.7653346061706543
1008835,-2.0956523418426514,2.800351858139038,-1.3146216869354248,-3.538348436355591,-2.5025033950805664,-0.9114196300506592,3.3328261375427246,0.9228844046592712,-2.3148674964904785,-2.108229398727417
2008543,-2.470616340637207,0.60517817735672,4.2417073249816895,-2.8154795169830322,-0.6769011616706848,0.31247949600219727,2.2525851726531982,-1.29489004611969,0.24501806497573853,0.22173577547073364
2004071,-2.5139224529266357,3.507506847381592,-1.2244716882705688,-3.073312997817993,-0.06788861006498337,0.11213952302932739,4.12148904800415,0.4524533152580261,-3.098665952682495,-2.8738133907318115
1000431,-1.121029257774353,1.7427338361740112,-2.4158263206481934,-3.205749988555908,1.9206874370574951,-1.8663843870162964,0.7710204720497131,3.9244980812072754,-5.109572410583496,0.5132161378860474
2011053,-4.174659252166748,1.700461506843567,-1.2386566400527954,-2.83447527885437,-0.8497446179389954,-1.9010930061340332,2.74033784866333,0.5104973912239075,-4.103663921356201,-2.38041353225708
2008555,0.937711775302887,1.150423526763916,-5.7362141609191895,0.5188448429107666,0.4073459804058075,0.2738361954689026,0.05116953328251839,3.3523781299591064,-1.4243067502975464,-2.3626043796539307
1001623,3.0406031608581543,1.2350627183914185,-1.4772915840148926,-4.094003677368164,2.8692023754119873,-2.3288180828094482,-1.7797935009002686,2.843306064605713,-5.981550693511963,0.3467455506324768
2008345,-2.4452598094940186,0.5402231216430664,-0.8393192887306213,-1.3668441772460938,1.689074158668518,-1.4713797569274902,0.7787745594978333,-0.5148266553878784,-5.279072284698486,-2.8241686820983887
2008027,-1.8654205799102783,3.2049477100372314,-0.8126511573791504,-2.4615941047668457,0.16376158595085144,-0.4441412687301636,4.354976654052734,0.37926316261291504,-2.3750338554382324,-2.3968851566314697
2010361,0.9920635223388672,1.4591244459152222,-1.8149194717407227,-1.746360421180725,2.3178908824920654,-1.052722454071045,0.9532346129417419,3.423506498336792,-4.743324279785156,0.4385049045085907
1011087,-2.0272397994995117,0.16359581053256989,-0.02845780923962593,-2.1736249923706055,1.2158695459365845,-3.497178077697754,-1.1115180253982544,-0.18833105266094208,-6.2173261642456055,-3.225761890411377
2001472,2.3589987754821777,0.2632048726081848,-1.7968392372131348,0.24316242337226868,-1.3806066513061523,-2.8281500339508057,-3.875861167907715,0.2850804030895233,-2.2440719604492188,-5.38990592956543
1002502,0.45618918538093567,-2.6469216346740723,0.874609112739563,-1.6164685487747192,5.777952671051025,-4.285591125488281,0.23747049272060394,0.4160933494567871,-2.859591007232666,4.746043682098389
1008452,-1.8995141983032227,1.4701285362243652,-1.7785446643829346,-1.5436934232711792,0.354233056306839,-1.1524032354354858,2.086212396621704,0.812282383441925,-4.570087432861328,-2.0355305671691895
2005072,-0.2940998673439026,0.7545003294944763,0.2426774650812149,-3.411869525909424,1.2529428005218506,-3.008883476257324,-1.5030699968338013,-0.5103458166122437,-6.265161991119385,-2.6600069999694824
1010394,-1.1810725927352905,3.031917095184326,1.0208522081375122,-4.627902984619141,-1.9554297924041748,4.547008991241455,2.3911447525024414,0.6238702535629272,-1.331023931503296,-1.4359506368637085
2001624,-2.184709072113037,2.9108152389526367,-0.38285282254219055,-2.258091449737549,-1.0902334451675415,-1.2135272026062012,4.203971862792969,0.12191285938024521,-2.346757411956787,-3.053277015686035
2002917,-0.039445094764232635,0.6975303292274475,-2.22751784324646,-1.7880315780639648,3.098224639892578,-1.1370030641555786,1.0125030279159546,3.0954556465148926,-5.100973129272461,1.0044713020324707
1012133,-0.3032175600528717,1.4799243211746216,0.7698380947113037,-3.136397361755371,0.49900516867637634,-3.8489930629730225,-1.0412958860397339,0.9089544415473938,-6.038691520690918,-2.541524887084961
1005321,-0.9242932200431824,1.074217677116394,-1.1148942708969116,-0.4582653343677521,1.6840200424194336,0.40059393644332886,2.2281057834625244,-0.2519885301589966,-3.9827003479003906,-2.50374698638916
1012861,-2.338902473449707,1.0923150777816772,-0.33890265226364136,-2.586566209793091,-1.0417588949203491,-2.3310604095458984,0.5291432738304138,0.8536821603775024,-5.0821075439453125,-2.2841806411743164
2001026,1.4608378410339355,1.275073528289795,0.5037593245506287,-1.9508310556411743,2.5922532081604004,-2.2914159297943115,-0.27992013096809387,-1.0308375358581543,-4.295942306518555,-2.605978012084961
2000704,-0.12289191037416458,2.2101237773895264,-0.7922720909118652,-0.6946516036987305,1.0300408601760864,-0.30234405398368835,2.965574026107788,-0.25564420223236084,-2.596567153930664,-2.6752207279205322
1010693,-4.323044300079346,-0.1975431740283966,-0.6260506510734558,-2.4922032356262207,0.7241512537002563,-5.616649627685547,4.629521369934082,3.774275541305542,-0.5356742739677429,4.547875881195068
2005441,-0.1712365299463272,1.1553775072097778,1.2793042659759521,-3.132368326187134,0.44742926955223083,-3.6705403327941895,-1.8041599988937378,0.1582261174917221,-5.894802093505859,-3.147829532623291
